table_path,field_name,public_field_name,is_redacted_dynamic_field,row_count,missing_count,missing_rate,unique_count,inferred_type,dictionary_label,dictionary_source,data_role_hint,date_field_hint,leakage_risk_hint,is_candidate_primary_key
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_labtest.txt,TM_NORMAL_RANGE_UPPER,TM_NORMAL_RANGE_UPPER,false,17718,982,0.055424,16,float,Tumor Marker Upper Limit of Normal,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_labtest.txt,RESULT,RESULT,false,17718,0,0.0,4577,mixed_float,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_labtest.txt,TM_NUMBER,TM_NUMBER,false,17718,0,0.0,143,mixed_integer,Tumor Marker Assessment Number,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_labtest.txt,TM_RESULT_UNITS,TM_RESULT_UNITS,false,17718,<5,0.000113,<5,string,Tumor Marker Result Unit,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_labtest.txt,TEST,TEST,false,17718,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_medonc.txt,PATIENT_ID,PATIENT_ID,false,15870,0,0.0,1100,string,待确认,,patient_key_or_patient_level,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_medonc.txt,START_DATE,START_DATE,false,15870,0,0.0,2440,mixed_integer,待确认,,date_or_relative_time,relative_date_or_event_interval; confirm event meaning in data dictionary,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_medonc.txt,STOP_DATE,STOP_DATE,false,15870,15870,1.0,0,empty_or_unknown,待确认,,date_or_relative_time,relative_date_or_event_interval; confirm event meaning in data dictionary,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_medonc.txt,EVENT_TYPE,EVENT_TYPE,false,15870,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_medonc.txt,CANCER_STATUS,CANCER_STATUS,false,15870,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_medonc.txt,CURATED_CANCER_STATUS,CURATED_CANCER_STATUS,false,15870,3529,0.222369,5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_medonc.txt,CANCER_SUBTYPE_CURATED,CANCER_SUBTYPE_CURATED,false,15870,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_medonc.txt,VISIT_NUMBER,VISIT_NUMBER,false,15870,0,0.0,87,mixed_integer,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_pathology.txt,PATIENT_ID,PATIENT_ID,false,3532,0,0.0,1109,string,待确认,,patient_key_or_patient_level,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_pathology.txt,START_DATE,START_DATE,false,3532,0,0.0,915,mixed_integer,待确认,,date_or_relative_time,relative_date_or_event_interval; confirm event meaning in data dictionary,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_pathology.txt,STOP_DATE,STOP_DATE,false,3532,3532,1.0,0,empty_or_unknown,待确认,,date_or_relative_time,relative_date_or_event_interval; confirm event meaning in data dictionary,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_pathology.txt,EVENT_TYPE,EVENT_TYPE,false,3532,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_pathology.txt,N_SPECIMEN_INSITU,N_SPECIMEN_INSITU,false,3532,0,0.0,5,mixed_integer,Number of Specimens with In Situ Cancer in Pathology Report,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_pathology.txt,N_SPECIMEN_INV,N_SPECIMEN_INV,false,3532,0,0.0,12,mixed_integer,Number of Specimens with Invasive Cancer in Pathology Report,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_pathology.txt,PATH_CA_INV_ANY,PATH_CA_INV_ANY,false,3532,0,0.0,<5,boolean,Invasive Cancer Found in at Least One Specimen in the Pathology Report,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_pathology.txt,PATH_INSITU_ANY,PATH_INSITU_ANY,false,3532,0,0.0,<5,boolean,In Situ Cancer Found in at Least One Specimen in the Pathology Report,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_pathology.txt,PATH_PROC_NUMBER,PATH_PROC_NUMBER,false,3532,0,0.0,54,mixed_integer,Pathology Procedure Number of NGS Specimen,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_pathology.txt,PATH_PROC_TYPE,PATH_PROC_TYPE,false,3532,0,0.0,<5,string,Pathology Type,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_pathology.txt,PATH_REP_NUMBER,PATH_REP_NUMBER,false,3532,0,0.0,5,mixed_integer,Pathology Report Number of NGS Specimen,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_pathology.txt,PDL1_POSITIVE_ANY,PDL1_POSITIVE_ANY,false,3532,3513,0.994621,<5,boolean,Any Positive PD-L1 Result Reported on Pathology Report,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_pathology.txt,PDL1_TESTING,PDL1_TESTING,false,3532,0,0.0,<5,boolean,Any PD-L1 Testing Reported on Pathology Report,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_sample_acquisition.txt,PATIENT_ID,PATIENT_ID,false,1130,0,0.0,1109,string,待确认,,patient_key_or_patient_level,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_sample_acquisition.txt,START_DATE,START_DATE,false,1130,0,0.0,251,mixed_integer,待确认,,date_or_relative_time,relative_date_or_event_interval; confirm event meaning in data dictionary,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_sample_acquisition.txt,STOP_DATE,STOP_DATE,false,1130,1130,1.0,0,empty_or_unknown,待确认,,date_or_relative_time,relative_date_or_event_interval; confirm event meaning in data dictionary,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_sample_acquisition.txt,EVENT_TYPE,EVENT_TYPE,false,1130,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_sample_acquisition.txt,CA_SEQ,CA_SEQ,false,1130,0,0.0,5,mixed_integer,Cancer Diagnosis Number Associated with NGS Test,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,diagnosis_or_disease_status,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_sample_acquisition.txt,SAMPLE_ID,SAMPLE_ID,false,1130,0,0.0,1130,string,待确认,,sample_or_ngs_key,,,true
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_sample_acquisition.txt,CPT_NUMBER,CPT_NUMBER,false,1130,0,0.0,<5,mixed_integer,Cancer Panel Test (Next Generation Sequencing) Number,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_sample_acquisition.txt,PATH_PROC_NUMBER,PATH_PROC_NUMBER,false,1130,0,0.0,8,mixed_integer,Pathology Procedure Number of NGS Specimen,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_sequencing.txt,PATIENT_ID,PATIENT_ID,false,1133,0,0.0,1109,string,待确认,,patient_key_or_patient_level,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_sequencing.txt,START_DATE,START_DATE,false,1133,0,0.0,528,integer,待确认,,date_or_relative_time,relative_date_or_event_interval; confirm event meaning in data dictionary,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_sequencing.txt,STOP_DATE,STOP_DATE,false,1133,1133,1.0,0,empty_or_unknown,待确认,,date_or_relative_time,relative_date_or_event_interval; confirm event meaning in data dictionary,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_sequencing.txt,EVENT_TYPE,EVENT_TYPE,false,1133,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_sequencing.txt,CA_SEQ,CA_SEQ,false,1133,0,0.0,5,mixed_integer,Cancer Diagnosis Number Associated with NGS Test,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,diagnosis_or_disease_status,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_sequencing.txt,SAMPLE_ID,SAMPLE_ID,false,1133,0,0.0,1130,string,待确认,,sample_or_ngs_key,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_sequencing.txt,CPT_NUMBER,CPT_NUMBER,false,1133,0,0.0,<5,mixed_integer,Cancer Panel Test (Next Generation Sequencing) Number,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_treatment.txt,PATIENT_ID,PATIENT_ID,false,7670,0,0.0,1034,string,待确认,,patient_key_or_patient_level,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_treatment.txt,START_DATE,START_DATE,false,7670,0,0.0,1210,mixed_integer,待确认,,date_or_relative_time,relative_date_or_event_interval; confirm event meaning in data dictionary,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_treatment.txt,STOP_DATE,STOP_DATE,false,7670,516,0.067275,1262,integer,待确认,,date_or_relative_time,relative_date_or_event_interval; confirm event meaning in data dictionary,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_treatment.txt,EVENT_TYPE,EVENT_TYPE,false,7670,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_treatment.txt,TREATMENT_TYPE,TREATMENT_TYPE,false,7670,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_treatment.txt,AGENT,AGENT,false,7670,510,0.066493,48,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_treatment.txt,REGIMEN,REGIMEN,false,7670,510,0.066493,123,string,待确认,,treatment,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_treatment.txt,REGIMEN_NUMBER,REGIMEN_NUMBER,false,7670,510,0.066493,15,mixed_integer,Regimen Number,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,treatment,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_treatment.txt,DURATION_DX_START_STOP,DURATION_DX_START_STOP,false,7670,1026,0.133768,415,mixed_integer,待确认,,date_or_relative_time,relative_date_or_event_interval; confirm event meaning in data dictionary,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_treatment.txt,CA_SEQ,CA_SEQ,false,7670,510,0.066493,5,mixed_integer,Cancer Diagnosis Number Associated with NGS Test,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,diagnosis_or_disease_status,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_treatment.txt,DRUGS_CT_YN,DRUGS_CT_YN,false,7670,510,0.066493,<5,boolean,Regimen Was Part of a Clinical Trial,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,treatment,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_treatment.txt,DRUGS_DC_YN,DRUGS_DC_YN,false,7670,510,0.066493,<5,mixed_string,待确认,,treatment,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_treatment.txt,REDCAP_CA_INDEX,REDCAP_CA_INDEX,false,7670,510,0.066493,<5,boolean,BPC Project (Index) Cancer Indicator,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/data_timeline_treatment.txt,RT_DOSE,RT_DOSE,false,7670,7259,0.946415,36,float,Radiation Dose per Fraction (cGy),data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,treatment,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/genomic_information.txt,Chromosome,Chromosome,false,115193,0,0.0,24,mixed_string,待确认,,date_or_relative_time,relative_date_or_event_interval; confirm event meaning in data dictionary,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/genomic_information.txt,Start_Position,Start_Position,false,115193,0,0.0,53898,integer,待确认,,date_or_relative_time,relative_date_or_event_interval; confirm event meaning in data dictionary,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/genomic_information.txt,End_Position,End_Position,false,115193,0,0.0,54309,integer,待确认,,date_or_relative_time,relative_date_or_event_interval; confirm event meaning in data dictionary,potential_future_or_outcome_field; exclude from t0 inputs unless time-aligned,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/genomic_information.txt,Hugo_Symbol,Hugo_Symbol,false,115193,3393,0.029455,2021,string,待确认,,genomic,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/genomic_information.txt,ID,ID,false,115193,0,0.0,1850,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/genomic_information.txt,SEQ_ASSAY_ID,SEQ_ASSAY_ID,false,115193,0,0.0,14,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/genomic_information.txt,Feature_Type,Feature_Type,false,115193,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/genomic_information.txt,includeInPanel,includeInPanel,false,115193,0,0.0,<5,boolean,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/genomic_information.txt,clinicalReported,clinicalReported,false,115193,61567,0.534468,<5,boolean,待确认,,date_or_relative_time,relative_date_or_event_interval; confirm event meaning in data dictionary,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_clinical_patient.txt,key,key,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_clinical_patient.txt,value,value,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_clinical_sample.txt,key,key,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_clinical_sample.txt,value,value,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_CNA.txt,key,key,false,8,0,0.0,8,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_CNA.txt,value,value,false,8,0,0.0,7,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_cna_hg19_seg.txt,key,key,false,6,0,0.0,6,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_cna_hg19_seg.txt,value,value,false,6,0,0.0,6,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_gene_matrix.txt,key,key,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_gene_matrix.txt,value,value,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_mutations_extended.txt,key,key,false,8,0,0.0,8,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_mutations_extended.txt,value,value,false,8,0,0.0,8,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_study.txt,key,key,false,6,0,0.0,6,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_study.txt,value,value,false,6,0,0.0,6,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_sv.txt,key,key,false,8,0,0.0,8,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_sv.txt,value,value,false,8,0,0.0,8,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_timeline_cancer_diagnosis.txt,key,key,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_timeline_cancer_diagnosis.txt,value,value,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_timeline_imaging.txt,key,key,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_timeline_imaging.txt,value,value,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_timeline_labtest.txt,key,key,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_timeline_labtest.txt,value,value,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_timeline_medonc.txt,key,key,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_timeline_medonc.txt,value,value,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_timeline_pathology.txt,key,key,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_timeline_pathology.txt,value,value,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_timeline_sample_acquisition.txt,key,key,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_timeline_sample_acquisition.txt,value,value,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_timeline_sequencing.txt,key,key,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_timeline_sequencing.txt,value,value,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_timeline_treatment.txt,key,key,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/cBioPortal_files/meta_timeline_treatment.txt,value,value,false,<5,0,0.0,<5,string,待确认,,待确认,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/clinical_data/ca_radtx_dataset.csv,cohort,cohort,false,526,0,0.0,<5,string,BPC Project Cohort,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,source_or_version,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/clinical_data/ca_radtx_dataset.csv,record_id,record_id,false,526,0,0.0,365,string,Record ID,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,patient_key_or_patient_level,,,false
data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/clinical_data/ca_radtx_dataset.csv,institution,institution,false,526,0,0.0,<5,string,Institution,data/raw/AACR GENIE Biopharma Collaborative Public/Data Releases/PANC/1.0-public/【变量描述表格】GENIE-BPC-PANC-v1.0-public-Variable-Synopsis.xlsx::Variable Synopsis,source_or_version,,,false
